bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 04:35:00,172,1.14225,1.14236,1.14223,95,6,LOW_FIRST,1822744115421488202
2026.07.09 04:36:00,178,1.14229,1.14244,1.14229,145,0,LOW_FIRST,16627854636039673430
2026.07.09 04:37:00,157,1.14242,1.14252,1.14239,130,23,LOW_FIRST,10425424401605682337
2026.07.09 04:38:00,153,1.14249,1.14255,1.14245,140,73,LOW_FIRST,9650031490110877486
2026.07.09 04:39:00,222,1.14253,1.14256,1.14238,18,189,HIGH_FIRST,3358904988060974393
2026.07.09 04:40:00,185,1.14241,1.14241,1.14234,0,176,HIGH_FIRST,9416197457375300133
2026.07.09 04:41:00,159,1.14235,1.14239,1.14233,139,22,LOW_FIRST,11169571585915541993
2026.07.09 04:42:00,163,1.14237,1.14242,1.14232,59,121,HIGH_FIRST,13872750306199585614
2026.07.09 04:43:00,193,1.14236,1.14236,1.14231,0,59,HIGH_FIRST,6806578181281362226
2026.07.09 04:44:00,131,1.14234,1.14237,1.14228,11,85,HIGH_FIRST,3186095057814336138
2026.07.09 04:45:00,127,1.14236,1.14236,1.14224,0,88,HIGH_FIRST,11508434387428776865
2026.07.09 04:46:00,177,1.14229,1.14229,1.14214,0,149,HIGH_FIRST,3638705501331525401
2026.07.09 04:47:00,134,1.14218,1.14221,1.14211,36,94,HIGH_FIRST,9064834405044840411
2026.07.09 04:48:00,161,1.14213,1.14226,1.14208,101,9,LOW_FIRST,8345551156095353634
2026.07.09 04:49:00,162,1.14218,1.14227,1.14217,161,2,LOW_FIRST,7546628989014418606
2026.07.09 04:50:00,133,1.14226,1.14230,1.14222,81,115,HIGH_FIRST,14743651244806206769
2026.07.09 04:51:00,89,1.14227,1.14230,1.14225,34,9,LOW_FIRST,12641560452971693672
2026.07.09 04:52:00,181,1.14227,1.14229,1.14220,22,162,HIGH_FIRST,13489380386598384124
2026.07.09 04:53:00,163,1.14222,1.14226,1.14216,80,135,HIGH_FIRST,15957008251841614938
2026.07.09 04:54:00,178,1.14220,1.14227,1.14217,99,53,LOW_FIRST,7100583671137346036
2026.07.09 04:55:00,232,1.14222,1.14233,1.14222,220,0,LOW_FIRST,18436431845619184512
2026.07.09 04:56:00,168,1.14230,1.14234,1.14223,154,95,LOW_FIRST,1856465170777414770
2026.07.09 04:57:00,209,1.14233,1.14234,1.14227,170,20,LOW_FIRST,6876447606442418612
2026.07.09 04:58:00,174,1.14233,1.14239,1.14230,163,3,LOW_FIRST,2464273373646788752
2026.07.09 04:59:00,257,1.14239,1.14263,1.14235,160,5,LOW_FIRST,4674617217322989118
2026.07.09 05:00:00,289,1.14256,1.14266,1.14255,222,49,LOW_FIRST,1741298477191310467
2026.07.09 05:01:00,171,1.14260,1.14265,1.14257,82,133,HIGH_FIRST,1385106424145232222
