bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 09:25:00,20,1.14441,1.14477,1.14435,10,2,LOW_FIRST,6114093859131074925
2026.07.09 09:30:00,20,1.14469,1.14495,1.14449,15,3,LOW_FIRST,15660738247068038874
2026.07.09 09:35:00,20,1.14490,1.14492,1.14424,2,15,HIGH_FIRST,4069224409235745645
2026.07.09 09:40:00,20,1.14448,1.14457,1.14416,19,7,LOW_FIRST,17825000292474869116
2026.07.09 09:45:00,20,1.14455,1.14459,1.14424,2,19,HIGH_FIRST,16914456791801514249
2026.07.09 09:50:00,20,1.14435,1.14448,1.14404,10,15,HIGH_FIRST,6549192962686859156
2026.07.09 09:55:00,20,1.14409,1.14424,1.14392,3,11,HIGH_FIRST,901633907459213224
2026.07.09 10:00:00,20,1.14420,1.14424,1.14384,2,19,HIGH_FIRST,10712273689044809187
2026.07.09 10:05:00,20,1.14386,1.14388,1.14350,2,7,HIGH_FIRST,17613996573997969544
2026.07.09 10:10:00,20,1.14378,1.14389,1.14350,3,11,HIGH_FIRST,7055443937928927798
2026.07.09 10:15:00,20,1.14368,1.14393,1.14347,18,11,LOW_FIRST,12674017179791277008
2026.07.09 10:20:00,20,1.14377,1.14389,1.14361,14,3,LOW_FIRST,5486179940151061112
2026.07.09 10:25:00,20,1.14373,1.14387,1.14367,18,2,LOW_FIRST,17825121461905617082
2026.07.09 10:30:00,20,1.14378,1.14386,1.14352,2,7,HIGH_FIRST,12778274458442275356
2026.07.09 10:35:00,20,1.14357,1.14375,1.14349,7,2,LOW_FIRST,13698217088937390769
2026.07.09 10:40:00,20,1.14363,1.14370,1.14346,7,18,HIGH_FIRST,11019369454451420548
2026.07.09 10:45:00,20,1.14355,1.14357,1.14324,2,7,HIGH_FIRST,15991344577659610677
2026.07.09 10:50:00,20,1.14344,1.14352,1.14322,18,7,LOW_FIRST,9239321800898604921
2026.07.09 10:55:00,20,1.14342,1.14361,1.14317,19,6,LOW_FIRST,3589481251602639636
2026.07.09 11:00:00,20,1.14356,1.14360,1.14335,19,11,LOW_FIRST,1069602142691934940
2026.07.09 11:05:00,20,1.14352,1.14381,1.14342,10,2,LOW_FIRST,468135521352397771
2026.07.09 11:10:00,20,1.14371,1.14384,1.14339,6,18,HIGH_FIRST,6046596929350283089
2026.07.09 11:15:00,20,1.14358,1.14378,1.14351,11,7,LOW_FIRST,13228825639316348524
2026.07.09 11:20:00,20,1.14373,1.14378,1.14337,2,15,HIGH_FIRST,13127942991582050692
2026.07.09 11:25:00,20,1.14361,1.14371,1.14342,10,3,LOW_FIRST,10422434250647436837
2026.07.09 11:30:00,20,1.14365,1.14373,1.14337,7,19,HIGH_FIRST,12716286179410463590
2026.07.09 11:35:00,20,1.14345,1.14358,1.14332,10,19,HIGH_FIRST,4671139978486568928
2026.07.09 11:40:00,20,1.14337,1.14337,1.14311,0,15,HIGH_FIRST,15212721185393124579
2026.07.09 11:45:00,20,1.14322,1.14328,1.14290,2,11,HIGH_FIRST,5053632819167670559
2026.07.09 11:50:00,20,1.14293,1.14307,1.14282,19,18,LOW_FIRST,5581720778902722051
2026.07.09 11:55:00,20,1.14304,1.14308,1.14250,2,15,HIGH_FIRST,9854921624276237614
2026.07.09 12:00:00,20,1.14266,1.14287,1.14264,15,3,LOW_FIRST,10012131913415481879
2026.07.09 12:05:00,20,1.14277,1.14280,1.14242,2,10,HIGH_FIRST,8109077402720775469
2026.07.09 12:10:00,20,1.14247,1.14269,1.14237,15,2,LOW_FIRST,15460347258993576782
2026.07.09 12:15:00,20,1.14260,1.14276,1.14252,14,2,LOW_FIRST,16993239906471543395
2026.07.09 12:20:00,20,1.14263,1.14285,1.14260,10,19,HIGH_FIRST,8698106841790298703
2026.07.09 12:25:00,20,1.14263,1.14282,1.14248,11,10,LOW_FIRST,1107617279462245448
2026.07.09 12:30:00,20,1.14273,1.14278,1.14250,2,11,HIGH_FIRST,3217048985374181768
2026.07.09 12:35:00,20,1.14255,1.14275,1.14252,11,2,LOW_FIRST,10942642591944241145
2026.07.09 12:40:00,20,1.14270,1.14277,1.14236,6,7,HIGH_FIRST,10986700404231333668
2026.07.09 12:45:00,20,1.14262,1.14278,1.14251,18,2,LOW_FIRST,14221836412589371247
2026.07.09 12:50:00,20,1.14273,1.14297,1.14272,19,2,LOW_FIRST,13896055783489460984
