trade_id,pattern_id,direction,candle_1,candle_2,candle_3,signal_time,entry_time,reference,sweep,rejection,entry,stop,target,theo_lot,capped_lot,final_lot,planned_risk,actual_risk,margin_req,margin_avail,exit_time,exit_price,exit_reason,pnl,R
1272,P1_EURUSD_1712097000,BUY,2024.04.02 22:20:00,2024.04.02 22:25:00,2024.04.02 22:30:00,2024.04.02 22:30:00,2024.04.02 22:35:00,1.07610,1.07605,1.07612,1.07614,1.07600,1.07642,1.23,1.23,1.23,17.30,17.22,1323.65,1730.30,2024.04.02 22:42:16,1.07642,TARGET,34.44,2.000
1273,P2_EURUSD_1712098800,SELL,2024.04.02 22:50:00,2024.04.02 22:55:00,2024.04.02 23:00:00,2024.04.02 23:00:00,2024.04.02 23:05:00,1.07675,1.07681,1.07660,1.07660,1.07686,1.07608,0.67,0.67,0.67,17.65,17.42,721.32,1764.74,2024.04.02 23:48:26,1.07688,STOP,-18.76,-1.077
1274,P2_EURUSD_1712102700,SELL,2024.04.02 23:55:00,2024.04.03 00:00:00,2024.04.03 00:05:00,2024.04.03 00:05:00,2024.04.03 00:10:00,1.07692,1.07707,1.07685,1.07684,1.07712,1.07628,0.62,0.62,0.62,17.46,17.36,667.64,1745.98,2024.04.03 00:11:45,1.07716,STOP,-19.84,-1.143
1275,P2_EURUSD_1712116500,SELL,2024.04.03 03:45:00,2024.04.03 03:50:00,2024.04.03 03:55:00,2024.04.03 03:55:00,2024.04.03 04:00:00,1.07683,1.07715,1.07688,1.07687,1.07720,1.07621,0.52,0.52,0.52,17.26,17.16,559.97,1726.14,2024.04.03 04:40:11,1.07720,STOP,-17.16,-1.000
1276,P2_EURUSD_1712119500,SELL,2024.04.03 04:35:00,2024.04.03 04:40:00,2024.04.03 04:45:00,2024.04.03 04:45:00,2024.04.03 04:50:00,1.07714,1.07723,1.07717,1.07717,1.07728,1.07695,1.55,1.55,1.55,17.09,17.05,1669.61,1708.98,2024.04.03 04:52:09,1.07728,STOP,-17.05,-1.000
1277,P2_EURUSD_1712124900,SELL,2024.04.03 06:05:00,2024.04.03 06:10:00,2024.04.03 06:15:00,2024.04.03 06:15:00,2024.04.03 06:20:00,1.07786,1.07790,1.07788,1.07788,1.07795,1.07774,2.41,1.49,1.49,16.92,10.43,1606.04,1691.93,2024.04.03 06:24:33,1.07774,TARGET,20.86,2.000
1278,P1_EURUSD_1712126100,BUY,2024.04.03 06:25:00,2024.04.03 06:30:00,2024.04.03 06:35:00,2024.04.03 06:35:00,2024.04.03 06:40:00,1.07756,1.07751,1.07763,1.07766,1.07746,1.07806,0.85,0.85,0.85,17.13,17.00,916.01,1712.79,2024.04.03 07:59:37,1.07746,STOP,-17.00,-1.000
1279,P1_EURUSD_1712137200,BUY,2024.04.03 09:30:00,2024.04.03 09:35:00,2024.04.03 09:40:00,2024.04.03 09:40:00,2024.04.03 09:45:00,1.07696,1.07671,1.07700,1.07701,1.07666,1.07771,0.48,0.48,0.48,16.96,16.80,516.96,1695.79,2024.04.03 10:04:24,1.07665,STOP,-17.28,-1.029
1280,P1_EURUSD_1712139000,BUY,2024.04.03 10:00:00,2024.04.03 10:05:00,2024.04.03 10:10:00,2024.04.03 10:10:00,2024.04.03 10:15:00,1.07661,1.07641,1.07667,1.07669,1.07636,1.07735,0.50,0.50,0.50,16.79,16.50,538.35,1678.51,2024.04.03 11:33:14,1.07737,TARGET,34.00,2.061
1281,P2_EURUSD_1712144400,SELL,2024.04.03 11:30:00,2024.04.03 11:35:00,2024.04.03 11:40:00,2024.04.03 11:40:00,2024.04.03 11:45:00,1.07754,1.07770,1.07759,1.07759,1.07775,1.07727,1.07,1.07,1.07,17.13,17.12,1153.02,1712.51,2024.04.03 11:48:44,1.07775,STOP,-17.12,-1.000
1282,P1_EURUSD_1712145900,BUY,2024.04.03 11:55:00,2024.04.03 12:00:00,2024.04.03 12:05:00,2024.04.03 12:05:00,2024.04.03 12:10:00,1.07712,1.07679,1.07680,1.07682,1.07674,1.07698,2.11,1.49,1.49,16.95,11.92,1604.46,1695.39,2024.04.03 12:11:44,1.07674,STOP,-11.92,-1.000
1283,P1_EURUSD_1712146800,BUY,2024.04.03 12:10:00,2024.04.03 12:15:00,2024.04.03 12:20:00,2024.04.03 12:20:00,2024.04.03 12:25:00,1.07660,1.07656,1.07659,1.07660,1.07651,1.07678,1.87,1.48,1.48,16.83,13.32,1593.37,1683.47,2024.04.03 12:25:46,1.07651,STOP,-13.32,-1.000
1284,P2_EURUSD_1712148600,SELL,2024.04.03 12:40:00,2024.04.03 12:45:00,2024.04.03 12:50:00,2024.04.03 12:50:00,2024.04.03 12:55:00,1.07698,1.07746,1.07701,1.07700,1.07751,1.07598,0.32,0.32,0.32,16.70,16.32,344.64,1670.15,2024.04.03 13:53:51,1.07754,STOP,-17.28,-1.059
1285,P2_EURUSD_1712152800,SELL,2024.04.03 13:50:00,2024.04.03 13:55:00,2024.04.03 14:00:00,2024.04.03 14:00:00,2024.04.03 14:05:00,1.07753,1.07767,1.07764,1.07764,1.07772,1.07748,2.06,1.45,1.45,16.53,11.60,1562.58,1652.87,2024.04.03 14:05:59,1.07772,STOP,-11.60,-1.000
1286,P2_EURUSD_1712156400,SELL,2024.04.03 14:50:00,2024.04.03 14:55:00,2024.04.03 15:00:00,2024.04.03 15:00:00,2024.04.03 15:05:00,1.07822,1.07849,1.07844,1.07844,1.07854,1.07824,1.64,1.44,1.44,16.41,14.40,1552.95,1641.27,2024.04.03 15:05:58,1.07855,STOP,-15.84,-1.100
1287,P1_EURUSD_1712158200,BUY,2024.04.03 15:20:00,2024.04.03 15:25:00,2024.04.03 15:30:00,2024.04.03 15:30:00,2024.04.03 15:35:00,1.07777,1.07760,1.07806,1.07806,1.07755,1.07908,0.31,0.31,0.31,16.25,15.81,334.20,1625.43,2024.04.03 15:36:24,1.07755,STOP,-15.81,-1.000
1288,P2_EURUSD_1712160300,SELL,2024.04.03 15:55:00,2024.04.03 16:00:00,2024.04.03 16:05:00,2024.04.03 16:05:00,2024.04.03 16:10:00,1.07780,1.07867,1.07818,1.07820,1.07872,1.07716,0.30,0.30,0.30,16.10,15.60,323.46,1609.62,2024.04.03 16:20:22,1.07879,STOP,-17.70,-1.135
1289,P2_EURUSD_1712167200,SELL,2024.04.03 17:50:00,2024.04.03 17:55:00,2024.04.03 18:00:00,2024.04.03 18:00:00,2024.04.03 18:05:00,1.08220,1.08240,1.08205,1.08204,1.08245,1.08122,0.38,0.38,0.38,15.92,15.58,411.18,1591.92,2024.04.03 18:21:02,1.08250,STOP,-17.48,-1.122
1290,P2_EURUSD_1712172300,SELL,2024.04.03 19:15:00,2024.04.03 19:20:00,2024.04.03 19:25:00,2024.04.03 19:25:00,2024.04.03 19:30:00,1.08279,1.08330,1.08326,1.08326,1.08335,1.08308,1.74,1.38,1.38,15.74,12.42,1494.90,1574.44,2024.04.03 19:31:15,1.08335,STOP,-12.42,-1.000
1291,P2_EURUSD_1712176200,SELL,2024.04.03 20:20:00,2024.04.03 20:25:00,2024.04.03 20:30:00,2024.04.03 20:30:00,2024.04.03 20:35:00,1.08324,1.08342,1.08303,1.08303,1.08347,1.08215,0.35,0.35,0.35,15.62,15.40,379.06,1562.02,2024.04.03 21:03:31,1.08348,STOP,-15.75,-1.023
1292,P2_EURUSD_1712178900,SELL,2024.04.03 21:05:00,2024.04.03 21:10:00,2024.04.03 21:15:00,2024.04.03 21:15:00,2024.04.03 21:20:00,1.08357,1.08369,1.08347,1.08347,1.08374,1.08293,0.57,0.57,0.57,15.46,15.39,617.58,1546.27,2024.04.04 00:00:00,1.08386,STOP,-23.94,-1.556
1293,P1_EURUSD_1712201100,BUY,2024.04.04 03:15:00,2024.04.04 03:20:00,2024.04.04 03:25:00,2024.04.04 03:25:00,2024.04.04 03:30:00,1.08364,1.08353,1.08359,1.08361,1.08348,1.08387,1.17,1.17,1.17,15.22,15.21,1267.82,1522.33,2024.04.04 03:33:41,1.08346,STOP,-17.55,-1.154
1294,P2_EURUSD_1712202900,SELL,2024.04.04 03:45:00,2024.04.04 03:50:00,2024.04.04 03:55:00,2024.04.04 03:55:00,2024.04.04 04:00:00,1.08399,1.08435,1.08432,1.08432,1.08440,1.08416,1.88,1.31,1.31,15.05,10.48,1420.46,1504.78,2024.04.04 04:00:07,1.08416,TARGET,20.96,2.000
1295,P1_EURUSD_1712205600,BUY,2024.04.04 04:30:00,2024.04.04 04:35:00,2024.04.04 04:40:00,2024.04.04 04:40:00,2024.04.04 04:45:00,1.08405,1.08400,1.08412,1.08415,1.08395,1.08455,0.76,0.76,0.76,15.26,15.20,823.95,1525.74,2024.04.04 05:01:04,1.08395,STOP,-15.20,-1.000
1296,P2_EURUSD_1712209800,SELL,2024.04.04 05:40:00,2024.04.04 05:45:00,2024.04.04 05:50:00,2024.04.04 05:50:00,2024.04.04 05:55:00,1.08438,1.08444,1.08418,1.08418,1.08449,1.08356,0.48,0.48,0.48,15.11,14.88,520.41,1510.54,2024.04.04 07:25:47,1.08449,STOP,-14.88,-1.000
1297,P1_EURUSD_1712221200,BUY,2024.04.04 08:50:00,2024.04.04 08:55:00,2024.04.04 09:00:00,2024.04.04 09:00:00,2024.04.04 09:05:00,1.08435,1.08412,1.08426,1.08428,1.08407,1.08470,0.71,0.71,0.71,14.96,14.91,769.84,1495.66,2024.04.04 09:38:06,1.08406,STOP,-15.62,-1.048
1298,P1_EURUSD_1712223600,BUY,2024.04.04 09:30:00,2024.04.04 09:35:00,2024.04.04 09:40:00,2024.04.04 09:40:00,2024.04.04 09:45:00,1.08415,1.08395,1.08436,1.08438,1.08390,1.08534,0.30,0.30,0.30,14.80,14.40,325.31,1480.04,2024.04.04 09:58:35,1.08390,STOP,-14.40,-1.000
1299,P2_EURUSD_1712226300,SELL,2024.04.04 10:15:00,2024.04.04 10:20:00,2024.04.04 10:25:00,2024.04.04 10:25:00,2024.04.04 10:30:00,1.08497,1.08541,1.08520,1.08520,1.08546,1.08468,0.56,0.56,0.56,14.66,14.56,607.71,1465.64,2024.04.04 10:37:04,1.08549,STOP,-16.24,-1.115
1300,P2_EURUSD_1712232000,SELL,2024.04.04 11:50:00,2024.04.04 11:55:00,2024.04.04 12:00:00,2024.04.04 12:00:00,2024.04.04 12:05:00,1.08605,1.08626,1.08601,1.08601,1.08631,1.08541,0.48,0.48,0.48,14.49,14.40,521.28,1449.40,2024.04.04 12:46:23,1.08632,STOP,-14.88,-1.033
1301,P2_EURUSD_1712235000,SELL,2024.04.04 12:40:00,2024.04.04 12:45:00,2024.04.04 12:50:00,2024.04.04 12:50:00,2024.04.04 12:55:00,1.08614,1.08655,1.08597,1.08597,1.08660,1.08471,0.22,0.22,0.22,14.35,13.86,238.91,1434.52,2024.04.04 15:48:54,1.08660,STOP,-13.86,-1.000
1302,P2_EURUSD_1712246400,SELL,2024.04.04 15:50:00,2024.04.04 15:55:00,2024.04.04 16:00:00,2024.04.04 16:00:00,2024.04.04 16:05:00,1.08695,1.08703,1.08690,1.08690,1.08708,1.08654,0.78,0.78,0.78,14.21,14.04,847.78,1420.66,2024.04.04 16:09:55,1.08653,TARGET,28.86,2.056
1303,P1_EURUSD_1712253600,BUY,2024.04.04 17:50:00,2024.04.04 17:55:00,2024.04.04 18:00:00,2024.04.04 18:00:00,2024.04.04 18:05:00,1.08679,1.08667,1.08679,1.08681,1.08662,1.08719,0.76,0.76,0.76,14.50,14.44,825.98,1449.52,2024.04.04 18:14:55,1.08662,STOP,-14.44,-1.000
1304,P1_EURUSD_1712255100,BUY,2024.04.04 18:15:00,2024.04.04 18:20:00,2024.04.04 18:25:00,2024.04.04 18:25:00,2024.04.04 18:30:00,1.08633,1.08623,1.08642,1.08644,1.08618,1.08696,0.55,0.55,0.55,14.35,14.30,597.54,1435.08,2024.04.04 19:36:13,1.08617,STOP,-14.85,-1.038
1305,P1_EURUSD_1712260800,BUY,2024.04.04 19:50:00,2024.04.04 19:55:00,2024.04.04 20:00:00,2024.04.04 20:00:00,2024.04.04 20:05:00,1.08591,1.08579,1.08587,1.08589,1.08574,1.08619,0.94,0.94,0.94,14.20,14.10,1020.74,1420.23,2024.04.04 21:02:07,1.08574,STOP,-14.10,-1.000
1306,P1_EURUSD_1712265000,BUY,2024.04.04 21:00:00,2024.04.04 21:05:00,2024.04.04 21:10:00,2024.04.04 21:10:00,2024.04.04 21:15:00,1.08572,1.08538,1.08548,1.08551,1.08533,1.08587,0.78,0.78,0.78,14.06,14.04,846.70,1406.13,2024.04.04 21:30:01,1.08533,STOP,-14.04,-1.000
1307,P1_EURUSD_1712270400,BUY,2024.04.04 22:30:00,2024.04.04 22:35:00,2024.04.04 22:40:00,2024.04.04 22:40:00,2024.04.04 22:45:00,1.08371,1.08358,1.08407,1.08409,1.08353,1.08521,0.24,0.24,0.24,13.92,13.44,260.18,1392.09,2024.04.04 22:49:28,1.08353,STOP,-13.44,-1.000
1308,P2_EURUSD_1712280000,SELL,2024.04.05 01:10:00,2024.04.05 01:15:00,2024.04.05 01:20:00,2024.04.05 01:20:00,2024.04.05 01:25:00,1.08394,1.08396,1.08385,1.08385,1.08401,1.08353,0.86,0.86,0.86,13.79,13.76,932.11,1378.65,2024.04.05 02:38:41,1.08401,STOP,-13.76,-1.000
1309,P2_EURUSD_1712284800,SELL,2024.04.05 02:30:00,2024.04.05 02:35:00,2024.04.05 02:40:00,2024.04.05 02:40:00,2024.04.05 02:45:00,1.08394,1.08399,1.08383,1.08383,1.08404,1.08341,0.64,0.64,0.64,13.65,13.44,693.65,1364.89,2024.04.05 03:14:59,1.08404,STOP,-13.44,-1.000
1310,P1_EURUSD_1712291700,BUY,2024.04.05 04:25:00,2024.04.05 04:30:00,2024.04.05 04:35:00,2024.04.05 04:35:00,2024.04.05 04:40:00,1.08364,1.08317,1.08326,1.08329,1.08312,1.08363,0.79,0.79,0.79,13.51,13.43,855.80,1351.45,2024.04.05 04:47:02,1.08311,STOP,-14.22,-1.059
1311,P1_EURUSD_1712292900,BUY,2024.04.05 04:45:00,2024.04.05 04:50:00,2024.04.05 04:55:00,2024.04.05 04:55:00,2024.04.05 05:00:00,1.08289,1.08265,1.08268,1.08270,1.08260,1.08290,1.33,1.17,1.17,13.37,11.70,1266.76,1337.23,2024.04.05 05:04:06,1.08260,STOP,-11.70,-1.000
1312,P1_EURUSD_1712303400,BUY,2024.04.05 07:40:00,2024.04.05 07:45:00,2024.04.05 07:50:00,2024.04.05 07:50:00,2024.04.05 07:55:00,1.08259,1.08249,1.08260,1.08262,1.08244,1.08298,0.73,0.73,0.73,13.26,13.14,790.31,1325.53,2024.04.05 09:12:19,1.08244,STOP,-13.14,-1.000
1313,P2_EURUSD_1712310900,SELL,2024.04.05 09:45:00,2024.04.05 09:50:00,2024.04.05 09:55:00,2024.04.05 09:55:00,2024.04.05 10:00:00,1.08311,1.08330,1.08305,1.08306,1.08335,1.08248,0.45,0.45,0.45,13.12,13.05,487.38,1312.39,2024.04.05 10:02:34,1.08339,STOP,-14.85,-1.138
1314,P2_EURUSD_1712311800,SELL,2024.04.05 10:00:00,2024.04.05 10:05:00,2024.04.05 10:10:00,2024.04.05 10:10:00,2024.04.05 10:15:00,1.08341,1.08358,1.08327,1.08327,1.08363,1.08255,0.36,0.36,0.36,12.98,12.96,389.98,1297.54,2024.04.05 10:29:39,1.08365,STOP,-13.68,-1.056
1315,P2_EURUSD_1712314200,SELL,2024.04.05 10:40:00,2024.04.05 10:45:00,2024.04.05 10:50:00,2024.04.05 10:50:00,2024.04.05 10:55:00,1.08369,1.08412,1.08386,1.08386,1.08417,1.08324,0.41,0.41,0.41,12.84,12.71,444.38,1283.86,2024.04.05 11:08:39,1.08417,STOP,-12.71,-1.000
1316,P2_EURUSD_1712316900,SELL,2024.04.05 11:25:00,2024.04.05 11:30:00,2024.04.05 11:35:00,2024.04.05 11:35:00,2024.04.05 11:40:00,1.08420,1.08449,1.08433,1.08433,1.08454,1.08391,0.60,0.60,0.60,12.71,12.60,650.60,1271.15,2024.04.05 11:44:59,1.08454,STOP,-12.60,-1.000
1317,P1_EURUSD_1712318700,BUY,2024.04.05 11:55:00,2024.04.05 12:00:00,2024.04.05 12:05:00,2024.04.05 12:05:00,2024.04.05 12:10:00,1.08373,1.08359,1.08369,1.08370,1.08354,1.08402,0.78,0.78,0.78,12.59,12.48,845.29,1258.55,2024.04.05 12:11:10,1.08354,STOP,-12.48,-1.000
1318,P1_EURUSD_1712321400,BUY,2024.04.05 12:40:00,2024.04.05 12:45:00,2024.04.05 12:50:00,2024.04.05 12:50:00,2024.04.05 12:55:00,1.08388,1.08379,1.08398,1.08399,1.08374,1.08449,0.49,0.49,0.49,12.46,12.25,531.16,1246.07,2024.04.05 13:02:04,1.08374,STOP,-12.25,-1.000
1319,P2_EURUSD_1712328600,SELL,2024.04.05 14:40:00,2024.04.05 14:45:00,2024.04.05 14:50:00,2024.04.05 14:50:00,2024.04.05 14:55:00,1.08385,1.08416,1.08373,1.08375,1.08421,1.08283,0.26,0.26,0.26,12.34,11.96,281.78,1233.82,2024.04.05 15:12:07,1.08421,STOP,-11.96,-1.000
1320,P2_EURUSD_1712331000,SELL,2024.04.05 15:20:00,2024.04.05 15:25:00,2024.04.05 15:30:00,2024.04.05 15:30:00,2024.04.05 15:35:00,1.08455,1.08479,1.08106,1.08102,1.08484,1.07338,0.03,0.03,0.03,12.22,11.46,32.43,1221.86,2024.04.08 16:40:58,1.08484,STOP,-11.49,-1.003
1321,P2_EURUSD_1712594700,SELL,2024.04.08 16:35:00,2024.04.08 16:40:00,2024.04.08 16:45:00,2024.04.08 16:45:00,2024.04.08 16:50:00,1.08471,1.08507,1.08474,1.08474,1.08512,1.08398,0.31,0.31,0.31,12.10,11.78,336.27,1210.37,2024.04.08 16:56:22,1.08514,STOP,-12.40,-1.053
1322,P1_EURUSD_1712596800,BUY,2024.04.08 17:10:00,2024.04.08 17:15:00,2024.04.08 17:20:00,2024.04.08 17:20:00,2024.04.08 17:25:00,1.08449,1.08436,1.08477,1.08478,1.08431,1.08572,0.25,0.25,0.25,11.98,11.75,271.20,1197.97,2024.04.08 18:08:18,1.08573,TARGET,23.75,2.021
1323,P1_EURUSD_1712604000,BUY,2024.04.08 19:10:00,2024.04.08 19:15:00,2024.04.08 19:20:00,2024.04.08 19:20:00,2024.04.08 19:25:00,1.08482,1.08470,1.08470,1.08473,1.08465,1.08489,1.52,1.06,1.06,12.22,8.48,1149.81,1221.72,2024.04.08 19:30:01,1.08489,TARGET,16.96,2.000
1324,P2_EURUSD_1712607900,SELL,2024.04.08 20:15:00,2024.04.08 20:20:00,2024.04.08 20:25:00,2024.04.08 20:25:00,2024.04.08 20:30:00,1.08538,1.08578,1.08577,1.08579,1.08583,1.08571,3.09,0.98,0.98,12.39,3.92,1064.07,1238.68,2024.04.08 20:30:02,1.08583,STOP,-3.92,-1.000
1325,P2_EURUSD_1712611800,SELL,2024.04.08 21:20:00,2024.04.08 21:25:00,2024.04.08 21:30:00,2024.04.08 21:30:00,2024.04.08 21:35:00,1.08600,1.08622,1.08594,1.08594,1.08627,1.08528,0.37,0.37,0.37,12.35,12.21,401.80,1234.76,2024.04.09 00:01:00,1.08696,STOP,-38.11,-3.121
1326,P2_EURUSD_1712628600,SELL,2024.04.09 02:00:00,2024.04.09 02:05:00,2024.04.09 02:10:00,2024.04.09 02:10:00,2024.04.09 02:15:00,1.08612,1.08616,1.08616,1.08615,1.08621,1.08603,1.99,1.04,1.04,11.97,6.24,1129.60,1196.65,2024.04.09 02:30:32,1.08621,STOP,-6.24,-1.000
1327,P1_EURUSD_1712631900,BUY,2024.04.09 02:55:00,2024.04.09 03:00:00,2024.04.09 03:05:00,2024.04.09 03:05:00,2024.04.09 03:10:00,1.08616,1.08611,1.08617,1.08619,1.08606,1.08645,0.91,0.91,0.91,11.90,11.83,988.43,1190.41,2024.04.09 03:17:01,1.08606,STOP,-11.83,-1.000
1328,P2_EURUSD_1712640300,SELL,2024.04.09 05:15:00,2024.04.09 05:20:00,2024.04.09 05:25:00,2024.04.09 05:25:00,2024.04.09 05:30:00,1.08613,1.08622,1.08589,1.08589,1.08627,1.08513,0.31,0.31,0.31,11.79,11.78,336.63,1178.58,2024.04.09 09:08:03,1.08627,STOP,-11.78,-1.000
1329,P2_EURUSD_1712653800,SELL,2024.04.09 09:00:00,2024.04.09 09:05:00,2024.04.09 09:10:00,2024.04.09 09:10:00,2024.04.09 09:15:00,1.08598,1.08626,1.08600,1.08600,1.08631,1.08538,0.37,0.37,0.37,11.67,11.47,401.82,1166.80,2024.04.09 09:53:01,1.08536,TARGET,23.68,2.065
1330,P2_EURUSD_1712657700,SELL,2024.04.09 10:05:00,2024.04.09 10:10:00,2024.04.09 10:15:00,2024.04.09 10:15:00,2024.04.09 10:20:00,1.08564,1.08596,1.08560,1.08560,1.08601,1.08478,0.29,0.29,0.29,11.90,11.89,314.82,1190.48,2024.04.09 12:13:02,1.08606,STOP,-13.34,-1.122
1331,P2_EURUSD_1712664900,SELL,2024.04.09 12:05:00,2024.04.09 12:10:00,2024.04.09 12:15:00,2024.04.09 12:15:00,2024.04.09 12:20:00,1.08594,1.08615,1.08579,1.08579,1.08620,1.08497,0.28,0.28,0.28,11.77,11.48,304.02,1177.14,2024.04.09 12:24:41,1.08623,STOP,-12.32,-1.073
1332,P2_EURUSD_1712665800,SELL,2024.04.09 12:20:00,2024.04.09 12:25:00,2024.04.09 12:30:00,2024.04.09 12:30:00,2024.04.09 12:35:00,1.08624,1.08641,1.08635,1.08632,1.08646,1.08604,0.83,0.83,0.83,11.65,11.62,901.65,1164.82,2024.04.09 12:42:30,1.08646,STOP,-11.62,-1.000
1333,P2_EURUSD_1712667900,SELL,2024.04.09 12:55:00,2024.04.09 13:00:00,2024.04.09 13:05:00,2024.04.09 13:05:00,2024.04.09 13:10:00,1.08658,1.08673,1.08661,1.08661,1.08678,1.08627,0.67,0.67,0.67,11.53,11.39,728.03,1153.20,2024.04.09 13:13:36,1.08678,STOP,-11.39,-1.000
1334,P2_EURUSD_1712669100,SELL,2024.04.09 13:15:00,2024.04.09 13:20:00,2024.04.09 13:25:00,2024.04.09 13:25:00,2024.04.09 13:30:00,1.08690,1.08699,1.08682,1.08682,1.08704,1.08638,0.51,0.51,0.51,11.42,11.22,554.28,1141.81,2024.04.09 13:59:04,1.08705,STOP,-11.73,-1.045
1335,P1_EURUSD_1712673900,BUY,2024.04.09 14:35:00,2024.04.09 14:40:00,2024.04.09 14:45:00,2024.04.09 14:45:00,2024.04.09 14:50:00,1.08608,1.08596,1.08608,1.08610,1.08591,1.08648,0.59,0.59,0.59,11.30,11.21,640.80,1130.08,2024.04.09 15:04:08,1.08648,TARGET,22.42,2.000
1336,P2_EURUSD_1712675400,SELL,2024.04.09 15:00:00,2024.04.09 15:05:00,2024.04.09 15:10:00,2024.04.09 15:10:00,2024.04.09 15:15:00,1.08660,1.08686,1.08677,1.08677,1.08691,1.08649,0.82,0.82,0.82,11.53,11.48,891.15,1152.50,2024.04.09 15:16:07,1.08692,STOP,-12.30,-1.071
1337,P2_EURUSD_1712678100,SELL,2024.04.09 15:45:00,2024.04.09 15:50:00,2024.04.09 15:55:00,2024.04.09 15:55:00,2024.04.09 16:00:00,1.08804,1.08839,1.08805,1.08807,1.08844,1.08733,0.30,0.30,0.30,11.40,11.10,326.42,1140.20,2024.04.09 16:32:11,1.08844,STOP,-11.10,-1.000
1338,P1_EURUSD_1712681700,BUY,2024.04.09 16:45:00,2024.04.09 16:50:00,2024.04.09 16:55:00,2024.04.09 16:55:00,2024.04.09 17:00:00,1.08791,1.08774,1.08787,1.08789,1.08769,1.08829,0.56,0.56,0.56,11.29,11.20,609.22,1129.10,2024.04.09 17:18:29,1.08769,STOP,-11.20,-1.000
1339,P1_EURUSD_1712685000,BUY,2024.04.09 17:40:00,2024.04.09 17:45:00,2024.04.09 17:50:00,2024.04.09 17:50:00,2024.04.09 17:55:00,1.08559,1.08539,1.08577,1.08579,1.08534,1.08669,0.24,0.24,0.24,11.18,10.80,260.59,1117.90,2024.04.09 18:07:11,1.08533,STOP,-11.04,-1.022
1340,P2_EURUSD_1712688300,SELL,2024.04.09 18:35:00,2024.04.09 18:40:00,2024.04.09 18:45:00,2024.04.09 18:45:00,2024.04.09 18:50:00,1.08576,1.08583,1.08583,1.08583,1.08588,1.08573,2.21,0.96,0.96,11.07,4.80,1042.40,1106.86,2024.04.09 18:51:18,1.08589,STOP,-5.76,-1.200
1341,P1_EURUSD_1712692800,BUY,2024.04.09 19:50:00,2024.04.09 19:55:00,2024.04.09 20:00:00,2024.04.09 20:00:00,2024.04.09 20:05:00,1.08549,1.08536,1.08537,1.08542,1.08531,1.08564,1.00,1.00,1.00,11.01,11.00,1085.42,1101.10,2024.04.09 20:05:06,1.08531,STOP,-11.00,-1.000
1342,P1_EURUSD_1712696700,BUY,2024.04.09 20:55:00,2024.04.09 21:00:00,2024.04.09 21:05:00,2024.04.09 21:05:00,2024.04.09 21:10:00,1.08511,1.08500,1.08517,1.08519,1.08495,1.08567,0.45,0.45,0.45,10.90,10.80,488.34,1090.10,2024.04.09 22:07:57,1.08495,STOP,-10.80,-1.000
1343,P2_EURUSD_1712702100,SELL,2024.04.09 22:25:00,2024.04.09 22:30:00,2024.04.09 22:35:00,2024.04.09 22:35:00,2024.04.09 22:40:00,1.08550,1.08566,1.08541,1.08542,1.08571,1.08484,0.37,0.37,0.37,10.79,10.73,401.61,1079.30,2024.04.09 22:56:20,1.08572,STOP,-11.10,-1.034
1344,P1_EURUSD_1712705700,BUY,2024.04.09 23:25:00,2024.04.09 23:30:00,2024.04.09 23:35:00,2024.04.09 23:35:00,2024.04.09 23:40:00,1.08572,1.08569,1.08571,1.08581,1.08564,1.08615,0.62,0.62,0.62,10.68,10.54,673.20,1068.20,2024.04.09 23:42:43,1.08564,STOP,-10.54,-1.000
1345,P1_EURUSD_1712707500,BUY,2024.04.09 23:55:00,2024.04.10 00:00:00,2024.04.10 00:05:00,2024.04.10 00:05:00,2024.04.10 00:10:00,1.08559,1.08542,1.08551,1.08578,1.08537,1.08660,0.25,0.25,0.25,10.58,10.25,271.45,1057.66,2024.04.10 00:17:53,1.08523,STOP,-13.75,-1.341
1346,P2_EURUSD_1712716200,SELL,2024.04.10 02:20:00,2024.04.10 02:25:00,2024.04.10 02:30:00,2024.04.10 02:30:00,2024.04.10 02:35:00,1.08595,1.08597,1.08589,1.08589,1.08602,1.08563,0.80,0.80,0.80,10.44,10.40,868.71,1043.91,2024.04.10 03:05:45,1.08563,TARGET,20.80,2.000
1347,P1_EURUSD_1712718600,BUY,2024.04.10 03:00:00,2024.04.10 03:05:00,2024.04.10 03:10:00,2024.04.10 03:10:00,2024.04.10 03:15:00,1.08569,1.08554,1.08577,1.08580,1.08549,1.08642,0.34,0.34,0.34,10.65,10.54,369.17,1064.71,2024.04.10 04:16:58,1.08547,STOP,-11.22,-1.065
1348,P1_EURUSD_1712722800,BUY,2024.04.10 04:10:00,2024.04.10 04:15:00,2024.04.10 04:20:00,2024.04.10 04:20:00,2024.04.10 04:25:00,1.08556,1.08534,1.08535,1.08538,1.08529,1.08556,1.17,0.92,0.92,10.53,8.28,998.55,1053.49,2024.04.10 04:36:05,1.08529,STOP,-8.28,-1.000
1349,P2_EURUSD_1712731800,SELL,2024.04.10 06:40:00,2024.04.10 06:45:00,2024.04.10 06:50:00,2024.04.10 06:50:00,2024.04.10 06:55:00,1.08538,1.08542,1.08533,1.08533,1.08547,1.08505,0.74,0.74,0.74,10.45,10.36,803.14,1045.21,2024.04.10 08:15:04,1.08547,STOP,-10.36,-1.000
