id,dir,entry,stop,risk,pl,R
1539,SELL,1.07514,1.07614,100.00,-101.00,-1.010
1540,BUY,1.07582,1.07482,100.00,102.00,1.020
1541,SELL,1.07700,1.07800,100.00,103.00,1.030
1542,BUY,1.07597,1.07497,100.00,-100.00,-1.000
1543,SELL,1.07562,1.07662,100.00,-106.00,-1.060
1544,SELL,1.07663,1.07763,100.00,100.00,1.000
1545,BUY,1.07572,1.07472,100.00,-101.00,-1.010
1546,BUY,1.07473,1.07373,100.00,100.00,1.000
1547,BUY,1.07558,1.07458,100.00,122.00,1.220
1548,SELL,1.07680,1.07780,100.00,100.00,1.000
1549,BUY,1.07590,1.07490,100.00,-100.00,-1.000
1550,BUY,1.07491,1.07391,100.00,-100.00,-1.000
1551,BUY,1.07393,1.07293,100.00,-103.00,-1.030
1552,BUY,1.07271,1.07171,100.00,100.00,1.000
1553,BUY,1.07412,1.07312,100.00,-111.00,-1.110
1554,SELL,1.07417,1.07517,100.00,101.00,1.010
1555,SELL,1.07352,1.07452,100.00,101.00,1.010
1556,SELL,1.07281,1.07381,100.00,103.00,1.030
1557,BUY,1.07154,1.07054,100.00,100.00,1.000
1558,SELL,1.07270,1.07370,100.00,-100.00,-1.000
1559,SELL,1.07383,1.07483,100.00,100.00,1.000
1560,BUY,1.07283,1.07183,100.00,101.00,1.010
1561,SELL,1.07384,1.07484,100.00,-120.00,-1.200
1562,SELL,1.07476,1.07576,100.00,100.00,1.000
1563,SELL,1.07403,1.07503,100.00,-100.00,-1.000
1564,SELL,1.07502,1.07602,100.00,-101.00,-1.010
1565,BUY,1.07566,1.07466,100.00,102.00,1.020
1566,SELL,1.07685,1.07785,100.00,-100.00,-1.000
1567,SELL,1.07781,1.07881,100.00,-112.00,-1.120
1568,SELL,1.07985,1.08085,100.00,-101.00,-1.010
1569,SELL,1.08084,1.08184,100.00,100.00,1.000
1570,SELL,1.08021,1.08121,100.00,100.00,1.000
1571,SELL,1.07953,1.08053,100.00,103.00,1.030
1572,SELL,1.07817,1.07917,100.00,-118.00,-1.180
1573,SELL,1.07845,1.07945,100.00,-100.00,-1.000
1574,BUY,1.07873,1.07773,100.00,105.00,1.050
1575,SELL,1.07989,1.08089,100.00,-102.00,-1.020
1576,SELL,1.08119,1.08219,100.00,-101.00,-1.010
1577,SELL,1.08229,1.08329,100.00,114.00,1.140
1578,BUY,1.08115,1.08015,100.00,110.00,1.100
1579,SELL,1.08383,1.08483,100.00,100.00,1.000
1580,SELL,1.08297,1.08397,100.00,104.00,1.040
1581,BUY,1.08193,1.08093,100.00,104.00,1.040
1582,SELL,1.08297,1.08397,100.00,101.00,1.010
1583,BUY,1.08181,1.08081,100.00,102.00,1.020
1584,SELL,1.08289,1.08389,100.00,-100.00,-1.000
1585,SELL,1.08056,1.08156,100.00,-110.00,-1.100
1586,SELL,1.08120,1.08220,100.00,-113.00,-1.130
1587,SELL,1.08124,1.08224,100.00,-106.00,-1.060
1588,SELL,1.08175,1.08275,100.00,-104.00,-1.040
1589,SELL,1.08301,1.08401,100.00,102.00,1.020
1590,SELL,1.08302,1.08402,100.00,100.00,1.000
1591,BUY,1.08193,1.08093,100.00,105.00,1.050
1592,SELL,1.08298,1.08398,100.00,-100.00,-1.000
1593,SELL,1.08400,1.08500,100.00,101.00,1.010
1594,BUY,1.08299,1.08199,100.00,100.00,1.000
1595,SELL,1.08439,1.08539,100.00,100.00,1.000
1596,BUY,1.08317,1.08217,100.00,-101.70,-1.017
1597,BUY,1.08195,1.08095,100.00,100.00,1.000
1598,SELL,1.08278,1.08378,100.00,101.00,1.010
1599,SELL,1.08244,1.08344,100.00,101.00,1.010
1600,BUY,1.08140,1.08040,100.00,100.00,1.000
1601,SELL,1.08253,1.08353,100.00,100.00,1.000
1602,BUY,1.08153,1.08053,100.00,101.30,1.013
1603,BUY,1.08239,1.08139,100.00,98.90,0.989
1604,SELL,1.08373,1.08473,100.00,-102.00,-1.020
1605,SELL,1.08472,1.08572,100.00,-100.00,-1.000
1606,SELL,1.08578,1.08678,100.00,100.00,1.000
1607,BUY,1.08470,1.08370,100.00,132.00,1.320
1608,SELL,1.08602,1.08702,100.00,-165.00,-1.650
1609,SELL,1.08909,1.09009,100.00,100.00,1.000
1610,BUY,1.08804,1.08704,100.00,102.00,1.020
1611,SELL,1.08906,1.09006,100.00,100.00,1.000
1612,BUY,1.08806,1.08706,100.00,-100.00,-1.000
1613,BUY,1.08707,1.08607,100.00,104.00,1.040
1614,SELL,1.08811,1.08911,100.00,102.00,1.020
1615,SELL,1.08741,1.08841,100.00,100.00,1.000
1616,SELL,1.08672,1.08772,100.00,-103.00,-1.030
1617,SELL,1.08866,1.08966,100.00,118.00,1.180
1618,BUY,1.08748,1.08648,100.00,112.00,1.120
1619,BUY,1.08836,1.08736,100.00,100.00,1.000
1620,SELL,1.08936,1.09036,100.00,-101.00,-1.010
1621,SELL,1.09036,1.09136,100.00,155.00,1.550
1622,BUY,1.08892,1.08792,100.00,100.00,1.000
1623,SELL,1.08992,1.09092,100.00,-100.00,-1.000
1624,SELL,1.09102,1.09202,100.00,-103.00,-1.030
1625,SELL,1.09201,1.09301,100.00,102.00,1.020
1626,BUY,1.09096,1.08996,100.00,100.00,1.000
1627,SELL,1.09217,1.09317,100.00,100.00,1.000
1628,BUY,1.09101,1.09001,100.00,-100.00,-1.000
1629,BUY,1.09003,1.08903,100.00,-119.70,-1.197
1630,SELL,1.08918,1.09018,100.00,-168.00,-1.680
1631,SELL,1.08923,1.09023,100.00,-101.00,-1.010
1632,SELL,1.09021,1.09121,100.00,106.00,1.060
1633,BUY,1.08915,1.08815,100.00,-102.00,-1.020
1634,BUY,1.08817,1.08717,100.00,-100.00,-1.000
1635,SELL,1.08755,1.08855,100.00,-102.00,-1.020
1636,SELL,1.08851,1.08951,100.00,-100.00,-1.000
1637,BUY,1.09016,1.08916,100.00,100.00,1.000
1638,SELL,1.09116,1.09216,100.00,-104.00,-1.040
1639,SELL,1.09216,1.09316,100.00,-100.00,-1.000
1640,SELL,1.09315,1.09415,100.00,-102.00,-1.020
1641,SELL,1.09417,1.09517,100.00,100.00,1.000
1642,BUY,1.09314,1.09214,100.00,100.00,1.000
1643,SELL,1.09367,1.09467,100.00,-104.00,-1.040
1644,SELL,1.09469,1.09569,100.00,102.00,1.020
1645,SELL,1.09424,1.09524,100.00,100.00,1.000
1646,BUY,1.09324,1.09224,100.00,-103.10,-1.031
1647,BUY,1.09213,1.09113,100.00,-103.00,-1.030
1648,BUY,1.09104,1.09004,100.00,-101.00,-1.010
1649,BUY,1.09004,1.08904,100.00,-101.70,-1.017
1650,BUY,1.08850,1.08750,100.00,105.30,1.053
1651,BUY,1.08960,1.08860,100.00,-100.00,-1.000
1652,BUY,1.08864,1.08764,100.00,-100.00,-1.000
1653,BUY,1.08765,1.08665,100.00,100.00,1.000
1654,SELL,1.08913,1.09013,100.00,99.00,0.990
1655,BUY,1.08809,1.08709,100.00,-103.00,-1.030
1656,BUY,1.08698,1.08598,100.00,100.00,1.000
1657,SELL,1.08812,1.08912,100.00,101.00,1.010
1658,SELL,1.08744,1.08844,100.00,101.00,1.010
1659,BUY,1.08643,1.08543,100.00,-101.00,-1.010
1660,BUY,1.08508,1.08408,100.00,-167.70,-1.677
1661,SELL,1.08378,1.08478,100.00,100.00,1.000
1662,SELL,1.08321,1.08421,100.00,-100.00,-1.000
1663,SELL,1.08429,1.08529,100.00,-100.00,-1.000
1664,SELL,1.08526,1.08626,100.00,-100.00,-1.000
1665,SELL,1.08623,1.08723,100.00,100.00,1.000
1666,BUY,1.08523,1.08423,100.00,-100.00,-1.000
1667,BUY,1.08424,1.08324,100.00,-104.10,-1.041
1668,SELL,1.08325,1.08425,100.00,-100.00,-1.000
1669,SELL,1.08448,1.08548,100.00,-100.00,-1.000
