time,event,a,b,c,d,e
2026.07.09 16:57:28,EXIT,id=77,STOP,-94.80,R=-1.043,
2026.07.09 17:10:00,ENTRY_ATTEMPT,P2_EURUSD_1783616700,SELL,1.38,1.14402,1.14467
2026.07.09 17:10:00,ENTRY_ACCEPTED,P2_EURUSD_1783616700,id=78,1.14402,lot=1.38,riskP=90.07/A=89.70
2026.07.09 18:00:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783619700,,,,
2026.07.09 19:00:00,SKIPPED_POSITION_OPEN,P2_EURUSD_1783623300,,,,
2026.07.09 19:30:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783625100,,,,
2026.07.09 21:30:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783632300,,,,
2026.07.09 21:55:00,SKIPPED_POSITION_OPEN,P2_EURUSD_1783633800,,,,
2026.07.09 22:15:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783635000,,,,
2026.07.09 22:34:38,EXIT,id=78,TARGET,179.40,R=2.000,
2026.07.09 22:40:00,ENTRY_ATTEMPT,P1_EURUSD_1783636500,BUY,3.40,1.14286,1.14259
2026.07.09 22:40:00,ENTRY_ACCEPTED,P1_EURUSD_1783636500,id=79,1.14286,lot=3.40,riskP=91.86/A=91.80
2026.07.09 22:57:14,EXIT,id=79,STOP,-91.80,R=-1.000,
2026.07.09 23:20:00,ENTRY_ATTEMPT,P2_EURUSD_1783638900,SELL,3.07,1.14299,1.14306
2026.07.09 23:20:00,ENTRY_ACCEPTED,P2_EURUSD_1783638900,id=80,1.14299,lot=3.07,riskP=90.94/A=21.49
2026.07.09 23:25:30,EXIT,id=80,STOP,-21.49,R=-1.000,
2026.07.10 04:05:00,ENTRY_ATTEMPT,P2_EURUSD_1783656000,SELL,2.83,1.14396,1.14428
2026.07.10 04:05:00,ENTRY_ACCEPTED,P2_EURUSD_1783656000,id=81,1.14396,lot=2.83,riskP=90.73/A=90.56
2026.07.10 04:07:18,EXIT,id=81,STOP,-113.20,R=-1.250,
2026.07.10 04:25:00,ENTRY_ATTEMPT,P2_EURUSD_1783657200,SELL,1.86,1.14430,1.14478
2026.07.10 04:25:00,ENTRY_ACCEPTED,P2_EURUSD_1783657200,id=82,1.14430,lot=1.86,riskP=89.59/A=89.28
2026.07.10 04:53:19,EXIT,id=82,STOP,-89.28,R=-1.000,
2026.07.10 05:00:00,ENTRY_ATTEMPT,P2_EURUSD_1783659300,SELL,3.21,1.14473,1.14482
2026.07.10 05:00:00,ENTRY_ACCEPTED,P2_EURUSD_1783659300,id=83,1.14473,lot=3.21,riskP=88.70/A=28.89
2026.07.10 05:02:29,EXIT,id=83,STOP,-73.83,R=-2.556,
2026.07.10 05:25:00,ENTRY_ATTEMPT,P2_EURUSD_1783660800,SELL,2.74,1.14573,1.14605
2026.07.10 05:25:00,ENTRY_ACCEPTED,P2_EURUSD_1783660800,id=84,1.14573,lot=2.74,riskP=87.96/A=87.68
2026.07.10 05:53:05,EXIT,id=84,STOP,-87.68,R=-1.000,
2026.07.10 06:00:00,ENTRY_ATTEMPT,P2_EURUSD_1783662900,SELL,2.72,1.14582,1.14614
2026.07.10 06:00:00,ENTRY_ACCEPTED,P2_EURUSD_1783662900,id=85,1.14582,lot=2.72,riskP=87.09/A=87.04
2026.07.10 06:20:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783664100,,,,
2026.07.10 06:49:40,EXIT,id=85,TARGET,174.08,R=2.000,
2026.07.10 07:05:00,ENTRY_ATTEMPT,P1_EURUSD_1783666800,BUY,4.23,1.14484,1.14468
2026.07.10 07:05:00,ENTRY_ACCEPTED,P1_EURUSD_1783666800,id=86,1.14484,lot=4.23,riskP=88.83/A=67.68
2026.07.10 07:10:53,EXIT,id=86,STOP,-71.91,R=-1.062,
2026.07.10 08:00:00,ENTRY_ATTEMPT,P1_EURUSD_1783670100,BUY,2.31,1.14429,1.14391
2026.07.10 08:00:00,ENTRY_ACCEPTED,P1_EURUSD_1783670100,id=87,1.14429,lot=2.31,riskP=88.11/A=87.78
2026.07.10 08:20:35,EXIT,id=87,STOP,-87.78,R=-1.000,
2026.07.10 08:30:00,ENTRY_ATTEMPT,P1_EURUSD_1783671900,BUY,3.42,1.14380,1.14369
2026.07.10 08:30:00,ENTRY_ACCEPTED,P1_EURUSD_1783671900,id=88,1.14380,lot=3.42,riskP=87.23/A=37.62
2026.07.10 08:35:41,EXIT,id=88,STOP,-37.62,R=-1.000,
2026.07.10 09:25:00,ENTRY_ATTEMPT,P2_EURUSD_1783675200,SELL,3.16,1.14458,1.14467
2026.07.10 09:25:00,ENTRY_ACCEPTED,P2_EURUSD_1783675200,id=89,1.14458,lot=3.16,riskP=86.85/A=28.44
2026.07.10 09:25:08,EXIT,id=89,STOP,-31.60,R=-1.111,
2026.07.10 09:55:00,ENTRY_ATTEMPT,P1_EURUSD_1783677000,BUY,3.60,1.14408,1.14384
2026.07.10 09:55:00,ENTRY_ACCEPTED,P1_EURUSD_1783677000,id=90,1.14408,lot=3.60,riskP=86.54/A=86.40
2026.07.10 10:06:16,EXIT,id=90,STOP,-90.00,R=-1.042,
2026.07.10 11:30:00,ENTRY_ATTEMPT,P1_EURUSD_1783682700,BUY,4.01,1.14341,1.14326
2026.07.10 11:30:00,ENTRY_ACCEPTED,P1_EURUSD_1783682700,id=91,1.14341,lot=4.01,riskP=85.64/A=60.15
2026.07.10 11:38:05,EXIT,id=91,STOP,-60.15,R=-1.000,
2026.07.10 12:05:00,ENTRY_ATTEMPT,P1_EURUSD_1783684800,BUY,1.77,1.14343,1.14295
2026.07.10 12:05:00,ENTRY_ACCEPTED,P1_EURUSD_1783684800,id=92,1.14343,lot=1.77,riskP=85.04/A=84.96
2026.07.10 12:44:25,EXIT,id=92,STOP,-86.73,R=-1.021,
2026.07.10 12:55:00,ENTRY_ATTEMPT,P1_EURUSD_1783687800,BUY,3.10,1.14284,1.14275
2026.07.10 12:55:00,ENTRY_ACCEPTED,P1_EURUSD_1783687800,id=93,1.14284,lot=3.10,riskP=84.17/A=27.90
2026.07.10 12:58:49,EXIT,id=93,STOP,-27.90,R=-1.000,
2026.07.10 13:30:00,ENTRY_ATTEMPT,P2_EURUSD_1783689900,SELL,2.98,1.14333,1.14341
2026.07.10 13:30:00,ENTRY_ACCEPTED,P2_EURUSD_1783689900,id=94,1.14333,lot=2.98,riskP=83.89/A=23.84
2026.07.10 13:32:18,EXIT,id=94,TARGET,50.66,R=2.125,
2026.07.10 14:20:00,ENTRY_ATTEMPT,P1_EURUSD_1783692900,BUY,3.00,1.14307,1.14299
2026.07.10 14:20:00,ENTRY_ACCEPTED,P1_EURUSD_1783692900,id=95,1.14307,lot=3.00,riskP=84.40/A=24.00
2026.07.10 14:25:47,EXIT,id=95,STOP,-24.00,R=-1.000,
2026.07.10 15:40:00,ENTRY_ATTEMPT,P1_EURUSD_1783697700,BUY,1.87,1.14294,1.14249
2026.07.10 15:40:00,ENTRY_ACCEPTED,P1_EURUSD_1783697700,id=96,1.14294,lot=1.87,riskP=84.16/A=84.15
2026.07.10 15:46:23,EXIT,id=96,STOP,-84.15,R=-1.000,
2026.07.10 16:15:00,ENTRY_ATTEMPT,P1_EURUSD_1783699800,BUY,2.77,1.14222,1.14192
2026.07.10 16:15:00,ENTRY_ACCEPTED,P1_EURUSD_1783699800,id=97,1.14222,lot=2.77,riskP=83.32/A=83.10
2026.07.10 16:28:25,EXIT,id=97,STOP,-83.10,R=-1.000,
2026.07.10 16:50:00,ENTRY_ATTEMPT,P2_EURUSD_1783701900,SELL,1.44,1.14215,1.14272
2026.07.10 16:50:00,ENTRY_ACCEPTED,P2_EURUSD_1783701900,id=98,1.14215,lot=1.44,riskP=82.48/A=82.08
2026.07.10 17:10:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783703100,,,,
2026.07.10 17:31:13,EXIT,id=98,STOP,-82.08,R=-1.000,
2026.07.10 17:35:00,ENTRY_ATTEMPT,P2_EURUSD_1783704600,SELL,1.13,1.14201,1.14273
2026.07.10 17:35:00,ENTRY_ACCEPTED,P2_EURUSD_1783704600,id=99,1.14201,lot=1.13,riskP=81.66/A=81.36
2026.07.10 18:09:04,EXIT,id=99,STOP,-81.36,R=-1.000,
2026.07.10 18:15:00,ENTRY_ATTEMPT,P2_EURUSD_1783707000,SELL,4.25,1.14264,1.14283
2026.07.10 18:15:00,ENTRY_ACCEPTED,P2_EURUSD_1783707000,id=100,1.14264,lot=4.25,riskP=80.85/A=80.75
2026.07.10 18:15:18,EXIT,id=100,STOP,-80.75,R=-1.000,
2026.07.10 18:25:00,ENTRY_ATTEMPT,P2_EURUSD_1783707600,SELL,3.26,1.14319,1.14330
2026.07.10 18:25:00,ENTRY_ACCEPTED,P2_EURUSD_1783707600,id=101,1.14319,lot=3.26,riskP=80.04/A=35.86
2026.07.10 18:25:39,EXIT,id=101,STOP,-35.86,R=-1.000,
2026.07.10 19:05:00,ENTRY_ATTEMPT,P2_EURUSD_1783710000,SELL,3.46,1.14373,1.14396
2026.07.10 19:05:00,ENTRY_ACCEPTED,P2_EURUSD_1783710000,id=102,1.14373,lot=3.46,riskP=79.68/A=79.58
2026.07.10 19:11:25,EXIT,id=102,STOP,-79.58,R=-1.000,
2026.07.10 20:15:00,ENTRY_ATTEMPT,P1_EURUSD_1783714200,BUY,4.15,1.14274,1.14255
2026.07.10 20:15:00,ENTRY_ACCEPTED,P1_EURUSD_1783714200,id=103,1.14274,lot=4.15,riskP=78.89/A=78.85
2026.07.10 20:18:30,EXIT,id=103,STOP,-91.30,R=-1.158,
2026.07.10 20:30:00,ENTRY_ATTEMPT,P1_EURUSD_1783715100,BUY,2.29,1.14250,1.14216
2026.07.10 20:30:00,ENTRY_ACCEPTED,P1_EURUSD_1783715100,id=104,1.14250,lot=2.29,riskP=77.98/A=77.86
2026.07.10 20:37:05,EXIT,id=104,STOP,-77.86,R=-1.000,
2026.07.10 23:10:00,ENTRY_ATTEMPT,P2_EURUSD_1783724700,SELL,1.71,1.14143,1.14188
2026.07.10 23:10:00,ENTRY_ACCEPTED,P2_EURUSD_1783724700,id=105,1.14143,lot=1.71,riskP=77.20/A=76.95
2026.07.10 23:45:00,SKIPPED_POSITION_OPEN,P1_EURUSD_1783726800,,,,
2026.07.10 23:59:56,FORCED_TEST_END_EXIT,id=105,0.00,,,
2026.07.10 23:59:56,RECONCILE,start=10000.00,final=7719.66,sum_ledger=-2280.34,forced=0.00,residual=-0.00
2026.07.10 23:59:56,RUN_END,trades=105,signals=132,exec=105,rej=0,hash=16543782410610097102
